"Statistic Label","Year","Sex","Type of Procedure","Area","UNIT","VALUE"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Cork","Rate","1.51"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Cavan","Rate","0.91"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Carlow","Rate","1.17"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Donegal","Rate","2"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Dublin","Rate","2.81"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Galway","Rate","4.3"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Kildare","Rate","1.53"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Kilkenny","Rate","1.67"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Kerry","Rate","1.5"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Longford","Rate","1.08"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Louth","Rate","1.89"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Limerick","Rate","2.38"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Leitrim","Rate","1.36"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Laois","Rate","1"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Meath","Rate","1.77"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Monaghan","Rate","1.8"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Mayo","Rate","2.5"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Offaly","Rate","1.43"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Roscommon","Rate","2.67"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Sligo","Rate","2.47"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Tipperary","Rate","1.64"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Waterford","Rate","1.5"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Wicklow","Rate","1.33"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Westmeath","Rate","0.93"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Co. Wexford","Rate","1.54"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Non-residents","Rate",""
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Ireland plus non-residents","Rate","2.18"
"Average Length of Stay","2020","Both sexes","Procedures on ear & mastoid process","Ireland","Rate","2.17"
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Clare","Rate",""
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Cork","Rate","2.22"
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Cavan","Rate","0"
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Carlow","Rate","0"
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Donegal","Rate","1.71"
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Dublin","Rate","1.3"
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Galway","Rate","1"
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Kildare","Rate",""
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Kilkenny","Rate","0"
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Kerry","Rate","2.2"
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Longford","Rate",""
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Louth","Rate",""
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Limerick","Rate",""
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Leitrim","Rate","0"
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Laois","Rate",""
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Meath","Rate",""
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Monaghan","Rate","0"
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Mayo","Rate",""
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Offaly","Rate",""
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Roscommon","Rate",""
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Sligo","Rate","0.88"
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Tipperary","Rate",""
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Waterford","Rate",""
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Wicklow","Rate",""
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Westmeath","Rate",""
"Average Length of Stay","2020","Both sexes","Myringotomy","Co. Wexford","Rate",""
"Average Length of Stay","2020","Both sexes","Myringotomy","Non-residents","Rate",""
"Average Length of Stay","2020","Both sexes","Myringotomy","Ireland plus non-residents","Rate","1.55"
"Average Length of Stay","2020","Both sexes","Myringotomy","Ireland","Rate","1.52"
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Clare","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Cork","Rate","1.9"
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Cavan","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Carlow","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Donegal","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Dublin","Rate","5.68"
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Galway","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Kildare","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Kilkenny","Rate","2.2"
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Kerry","Rate","2.17"
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Longford","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Louth","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Limerick","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Leitrim","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Laois","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Meath","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Monaghan","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Mayo","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Offaly","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Roscommon","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Sligo","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Tipperary","Rate","3.2"
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Waterford","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Wicklow","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Westmeath","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Co. Wexford","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Non-residents","Rate",""
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Ireland plus non-residents","Rate","3.19"
"Average Length of Stay","2020","Both sexes","Cochlear implantation","Ireland","Rate","3.19"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Clare","Rate","2.14"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Cork","Rate","1.91"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Cavan","Rate","4.19"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Carlow","Rate","2.68"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Donegal","Rate","2.19"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Dublin","Rate","4.43"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Galway","Rate","4.65"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Kildare","Rate","2.35"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Kilkenny","Rate","2.92"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Kerry","Rate","2.87"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Longford","Rate","3.62"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Louth","Rate","2.55"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Limerick","Rate","2.58"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Leitrim","Rate","2.4"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Laois","Rate","1.83"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Meath","Rate","3.22"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Monaghan","Rate","1.93"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Mayo","Rate","2.13"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Offaly","Rate","2.38"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Roscommon","Rate","2.58"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Sligo","Rate","2.33"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Tipperary","Rate","3.8"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Waterford","Rate","2.57"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Wicklow","Rate","2.84"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Westmeath","Rate","2.07"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Co. Wexford","Rate","1.87"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Non-residents","Rate","2.06"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Ireland plus non-residents","Rate","3"
"Average Length of Stay","2020","Both sexes","Procedures on nose, mouth & pharynx","Ireland","Rate","3"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Clare","Rate","1.76"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Cork","Rate","1.1"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Cavan","Rate","2.85"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Carlow","Rate","1.68"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Donegal","Rate","1.24"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Dublin","Rate","1.98"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Galway","Rate","1.12"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Kildare","Rate","1.05"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Kilkenny","Rate","1.11"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Kerry","Rate","1.07"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Longford","Rate","1.24"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Louth","Rate","1.13"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Limerick","Rate","1.41"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Leitrim","Rate","1.15"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Laois","Rate","1.11"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Meath","Rate","1.25"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Monaghan","Rate","1.43"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Mayo","Rate","1.21"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Offaly","Rate","1.14"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Roscommon","Rate","1.21"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Sligo","Rate","1.11"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Tipperary","Rate","1.1"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Waterford","Rate","1.14"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Wicklow","Rate","1.39"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Westmeath","Rate","1.08"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Co. Wexford","Rate","1.03"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Non-residents","Rate",""
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Ireland plus non-residents","Rate","1.35"
"Average Length of Stay","2020","Both sexes","Tonsillectomy","Ireland","Rate","1.35"
"Average Length of Stay","2020","Both sexes","Dental services","Co. Clare","Rate","1.56"
"Average Length of Stay","2020","Both sexes","Dental services","Co. Cork","Rate","1.53"
"Average Length of Stay","2020","Both sexes","Dental services","Co. Cavan","Rate",""
"Average Length of Stay","2020","Both sexes","Dental services","Co. Carlow","Rate",""
